country,country_code,year_week,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Sweden,SE,2020-W34,1687,65266,10230185,637.9747776,2.584806791,TESSy
Sweden,SE,2020-W35,1200,85419,10230185,834.9702376,1.404839673,TESSy
Sweden,SE,2020-W36,1332,126188,10230185,1233.48698,1.055567883,TESSy
Sweden,SE,2020-W37,1592,142673,10230185,1394.627761,1.115838316,TESSy
Sweden,SE,2020-W38,2080,139471,10230185,1363.328229,1.491349456,TESSy
Sweden,SE,2020-W39,2919,127952,10230185,1250.73007,2.281324247,TESSy
Sweden,SE,2020-W40,3642,127916,10230185,1250.37817,2.847180963,TESSy
Sweden,SE,2020-W41,4278,137108,10230185,1340.229918,3.120168043,TESSy
Sweden,SE,2020-W42,5620,148267,10230185,1449.309079,3.790459104,TESSy
Sweden,SE,2020-W43,9157,164742,10230185,1610.35211,5.558388268,TESSy
Sweden,SE,2020-W44,18476,189301,10230185,1850.416195,9.760117485,TESSy
Sweden,SE,2020-W45,25406,228031,10230185,2229.001724,11.14146761,TESSy
Sweden,SE,2020-W46,31324,254295,10230185,2485.732174,12.31797715,TESSy
Sweden,SE,2020-W47,31960,260710,10230185,2548.438762,12.25883165,TESSy
Sweden,SE,2020-W48,35565,260710,10230185,2548.438762,13.64159411,TESSy
Sweden,SE,2020-W49,36846,261230,10230185,2553.521759,14.10481185,TESSy
Sweden,SE,2020-W50,43648,270944,10230185,2648.476054,16.10960198,TESSy
Sweden,SE,2020-W51,46212,270944,10230185,2648.476054,17.055923,TESSy
United Kingdom,UK,2020-W14,30357,81413,66647112,122.1553306,37.28765676,Country website
United Kingdom,UK,2020-W15,32205,114354,66647112,171.5813282,28.16254788,Country website
United Kingdom,UK,2020-W16,32027,133300,66647112,200.0086665,24.02625656,Country website
United Kingdom,UK,2020-W17,32830,182304,66647112,273.5362336,18.0083816,Country website
United Kingdom,UK,2020-W18,31282,437069,66647112,655.795858,7.157222315,Country website
United Kingdom,UK,2020-W19,22867,526221,66647112,789.5630946,4.345512627,Country website
United Kingdom,UK,2020-W20,19857,583285,66647112,875.184209,3.404339217,Country website
United Kingdom,UK,2020-W21,16360,600484,66647112,900.9902785,2.724468928,Country website
United Kingdom,UK,2020-W22,10907,628588,66647112,943.1586473,1.7351588,Country website
United Kingdom,UK,2020-W23,8524,654446,66647112,981.9570276,1.302475682,Country website
United Kingdom,UK,2020-W24,7136,641537,66647112,962.5878463,1.112328673,Country website
United Kingdom,UK,2020-W25,6680,590736,66647112,886.3639883,1.130792774,Country website
United Kingdom,UK,2020-W26,5240,691816,66647112,1038.028475,0.75742683,Country website
United Kingdom,UK,2020-W27,4026,822073,66647112,1233.471302,0.489737529,Country website
United Kingdom,UK,2020-W28,4271,819840,66647112,1230.120819,0.520955308,Country website
United Kingdom,UK,2020-W29,4310,916333,66647112,1374.902786,0.470353027,Country website
United Kingdom,UK,2020-W30,4549,906982,66647112,1360.872171,0.501553504,Country website
United Kingdom,UK,2020-W31,4444,1103603,66647112,1655.890206,0.402681037,Country website
United Kingdom,UK,2020-W32,6130,1162653,66647112,1744.491194,0.527242436,Country website
United Kingdom,UK,2020-W33,7659,1182342,66647112,1774.033359,0.647782114,Country website
United Kingdom,UK,2020-W34,7158,1202191,66647112,1803.815595,0.595412875,Country website
United Kingdom,UK,2020-W35,8825,1282166,66647112,1923.813293,0.688288412,Country website
United Kingdom,UK,2020-W36,12685,1330835,66647112,1996.838213,0.953160985,Country website
United Kingdom,UK,2020-W37,21352,1549119,66647112,2324.360281,1.378331813,Country website
United Kingdom,UK,2020-W38,25753,1829949,66647112,2745.728877,1.40730698,Country website
United Kingdom,UK,2020-W39,40712,1802729,66647112,2704.886897,2.258353862,Country website
United Kingdom,UK,2020-W40,68009,1790191,66647112,2686.074379,3.798980109,Country website
United Kingdom,UK,2020-W41,100738,1912993,66647112,2870.331426,5.26598895,Country website
United Kingdom,UK,2020-W42,118693,2015220,66647112,3023.716917,5.889828406,Country website
United Kingdom,UK,2020-W43,151391,2179305,66647112,3269.916632,6.946755961,Country website
United Kingdom,UK,2020-W44,161114,2202000,66647112,3303.96912,7.31671208,Country website
United Kingdom,UK,2020-W45,157099,2122963,66647112,3185.378835,7.399987659,Country website
United Kingdom,UK,2020-W46,177305,2323269,66647112,3485.925992,7.631703432,Country website
United Kingdom,UK,2020-W47,142727,2320484,66647112,3481.747266,6.15074269,Country website
United Kingdom,UK,2020-W48,105282,2131286,66647112,3197.866998,4.939834447,Country website
United Kingdom,UK,2020-W49,105915,2280386,66647112,3421.582619,4.644608413,Country website
United Kingdom,UK,2020-W50,126161,2346259,66647112,3520.42111,5.377113098,Country website
United Kingdom,UK,2020-W51,190744,2586241,66647112,3880.499728,7.375337411,Country website
